"ACAD_CAREER","ZIP_CODE","HEADCOUNT"
"UGRD","60068",1
"UGRD","60069",1
"UGRD","60102",1
"UGRD","60118",1
"UGRD","60134",1
"UGRD","60142",1
"UGRD","60177",1
"UGRD","60185",1
"UGRD","60192",1
"UGRD","60193",2
"UGRD","60302",1
"UGRD","60404",1
"UGRD","60419",1
"UGRD","60423",1
"UGRD","60425",1
"UGRD","60426",1
"UGRD","60435",1
"UGRD","60446",1
"UGRD","60448",1
"UGRD","60453",1
"UGRD","60471",1
"UGRD","60473",2
"UGRD","60478",1
"UGRD","60480",1
"UGRD","60490",1
"UGRD","60504",1
"UGRD","60505",2
"UGRD","60513",1
"UGRD","60515",1
"UGRD","60527",2
"UGRD","60532",1
"UGRD","60538",2
"UGRD","60586",2
"UGRD","60608",1
"UGRD","60615",1
"UGRD","60619",1
"UGRD","60625",1
"UGRD","60628",4
"UGRD","60629",1
"UGRD","60652",2
"UGRD","60936",1
"UGRD","61000",1
"UGRD","61012",1
"UGRD","61036",1
"UGRD","61071",1
"UGRD","61107",1
"UGRD","61108",1
"UGRD","61244",1
"UGRD","61273",1
"UGRD","61348",1
"UGRD","61416",1
"UGRD","61615",1
"UGRD","62002",1
"UGRD","62221",1
"UGRD","62226",1
"UGRD","62294",1
"UGRD","62640",1
"UGRD","63000",1
"UGRD","63017",1
"UGRD","63021",2
"UGRD","63034",1
"UGRD","63304",1
"UGRD","64014",1
"UGRD","64068",1
"UGRD","64079",1
"UGRD","64081",1
"UGRD","64701",1
"UGRD","64804",1
"UGRD","65310",1
"UGRD","65721",1
"UGRD","65809",1
"UGRD","66061",1
"UGRD","66202",1
"UGRD","66209",1
"UGRD","66213",1
"UGRD","66223",1
"UGRD","66224",1
"UGRD","66503",1
"UGRD","66509",1
"UGRD","66801",1
"UGRD","67207",1
"UGRD","67218",1
"UGRD","67240",1
"UGRD","68122",1
"UGRD","68507",1
"UGRD","68876",1
"UGRD","68949",1
"UGRD","690-0",1
"UGRD","69357",1
"UGRD","69361",1
"UGRD","70000",2
"UGRD","70056",1
"UGRD","70274",1
"UGRD","70605",1
"UGRD","70769",1
"UGRD","70791",1
"UGRD","70805",1
"UGRD","70810",1
"UGRD","71105",1
"UGRD","72756",1
"UGRD","73160",1
"UGRD","73170",1
"UGRD","73505",1
"UGRD","74114",1
"UGRD","74429",1
"UGRD","75002",2
"UGRD","75014",1
"UGRD","75025",1
"UGRD","75033",2
"UGRD","75040",2
"UGRD","75043",1
"UGRD","75052",2
"UGRD","75081",1
"UGRD","75098",1
"UGRD","75104",1
"UGRD","75154",1
"UGRD","75165",1
"UGRD","76017",1
"UGRD","76092",2
"UGRD","76100",1
"UGRD","76177",1
"UGRD","76210",1
"UGRD","76258",1
"UGRD","76549",1
"UGRD","76848",1
"UGRD","77005",2
"UGRD","77015",1
"UGRD","77027",1
"UGRD","77048",1
"UGRD","77083",1
"UGRD","77351",1
"UGRD","77377",1
"UGRD","77396",1
"UGRD","77406",2
"UGRD","77459",1
"UGRD","77493",1
"UGRD","77554",1
"UGRD","77584",1
"UGRD","77807",1
"UGRD","78028",1
"UGRD","78132",1
"UGRD","78148",1
"UGRD","78202",1
"UGRD","78209",1
"UGRD","78230",1
"UGRD","78238",1
"UGRD","78244",2
"UGRD","78249",1
"UGRD","78250",1
"UGRD","78253",1
"UGRD","78254",1
"UGRD","78258",1
"UGRD","78259",1
"UGRD","78387",1
"UGRD","78665",1
"UGRD","78739",1
"UGRD","78749",1
"UGRD","78801",1
"UGRD","78840",1
"UGRD","79416",1
"UGRD","79908",1
"UGRD","79915",1
"UGRD","79922",1
"UGRD","79930",1
"UGRD","79936",2
"UGRD","79938",1
"UGRD","80011",1
"UGRD","80012",2
"UGRD","80013",4
"UGRD","80014",1
"UGRD","80015",4
"UGRD","80016",5
"UGRD","80020",1
"UGRD","80022",1
"UGRD","80023",1
"UGRD","80092",1
"UGRD","80104",2
"UGRD","80107",2
"UGRD","80108",1
"UGRD","80110",2
"UGRD","80111",1
"UGRD","80126",2
"UGRD","80127",1
"UGRD","80134",3
"UGRD","80138",2
"UGRD","80198",1
"UGRD","80210",1
"UGRD","80220",1
"UGRD","80222",1
"UGRD","80226",1
"UGRD","80227",2
"UGRD","80229",1
"UGRD","80233",1
"UGRD","80238",2
"UGRD","80249",3
"UGRD","80301",1
"UGRD","80302",1
"UGRD","80439",1
"UGRD","80513",3
"UGRD","80516",1
"UGRD","80528",3
"UGRD","80772",1
"UGRD","80815",1
"UGRD","80817",2
"UGRD","80831",1
"UGRD","80905",1
"UGRD","80907",1
"UGRD","80918",1
"UGRD","80919",1
"UGRD","80920",1
"UGRD","80921",2
"UGRD","80925",1
"UGRD","810-0",1
"UGRD","81005",1
"UGRD","81007",1
"UGRD","81022",1
"UGRD","81067",1
"UGRD","81082",1
"UGRD","81401",1
"UGRD","81432",1
"UGRD","81505",1
"UGRD","81637",1
"UGRD","81650",1
"UGRD","81903",1
"UGRD","82009",4
"UGRD","82414",1
"UGRD","82520",1
"UGRD","82901",1
"UGRD","82930",1
"UGRD","82935",1
"UGRD","83141",1
"UGRD","83201",1
"UGRD","83301",1
"UGRD","83339",1
"UGRD","83642",2
"UGRD","83655",1
"UGRD","83672",1
"UGRD","83686",1
"UGRD","83703",1
"UGRD","83705",1
"UGRD","83706",2
"UGRD","83815",5
"UGRD","83834",1
"UGRD","83835",2
"UGRD","83854",1
"UGRD","83858",1
"UGRD","84020",2
"UGRD","84042",1
"UGRD","84043",2
"UGRD","84057",1
"UGRD","84062",2
"UGRD","84094",1
"UGRD","84095",1
"UGRD","84096",1
"UGRD","84098",1
"UGRD","84105",1
"UGRD","84107",1
"UGRD","84108",1
"UGRD","84121",1
"UGRD","84124",1
"UGRD","84401",1
"UGRD","84604",1
"UGRD","84720",1
"UGRD","84770",1
"UGRD","84780",1
"UGRD","84790",2
"UGRD","85016",1
"UGRD","85021",1
"UGRD","85022",3
"UGRD","85024",1
"UGRD","85028",1
"UGRD","85031",1
"UGRD","85032",1
"UGRD","85042",1
"UGRD","85044",1
"UGRD","85050",1
"UGRD","85085",1
"UGRD","85086",1
"UGRD","85087",1
"UGRD","85142",2
"UGRD","85205",1
"UGRD","85207",1
"UGRD","85209",1
"UGRD","85212",2
"UGRD","85234",3
"UGRD","85248",3
"UGRD","85251",1
"UGRD","85254",1
"UGRD","85258",1
"UGRD","85260",1
"UGRD","85286",2
"UGRD","85295",1
"UGRD","85306",1
"UGRD","85308",1
"UGRD","85331",3
"UGRD","85335",1
"UGRD","85339",1
"UGRD","85351",1
"UGRD","85364",2
"UGRD","85374",1
"UGRD","85381",1
"UGRD","85388",1
"UGRD","85395",1
"UGRD","85615",1
"UGRD","85648",1
"UGRD","85650",2
"UGRD","85711",1
"UGRD","85718",1
"UGRD","85747",2
"UGRD","85757",1
"UGRD","86039",1
"UGRD","86314",2
"UGRD","86315",1
"UGRD","86401",9
"UGRD","86409",1
"UGRD","86426",2
"UGRD","86429",2
"UGRD","86440",1
"UGRD","86442",4
"UGRD","86503",1
"UGRD","86511",1
"UGRD","86515",1
"UGRD","87102",1
"UGRD","87106",2
"UGRD","87110",1
"UGRD","87111",1
"UGRD","87113",1
"UGRD","87114",2
"UGRD","87116",1
"UGRD","87120",2
"UGRD","87123",1
"UGRD","87301",1
"UGRD","87313",2
"UGRD","87402",2
"UGRD","87416",1
"UGRD","87506",1
"UGRD","87508",1
"UGRD","87548",1
"UGRD","87571",1
"UGRD","88074",1
"UGRD","88129",1
"UGRD","89002",361
"UGRD","89003",1
"UGRD","89004",1
"UGRD","89005",56
"UGRD","89007",1
"UGRD","89008",1
"UGRD","89009",1
"UGRD","89011",304
"UGRD","89012",376
"UGRD","89013",3
"UGRD","89014",428
"UGRD","89015",271
"UGRD","89016",1
"UGRD","89017",1
"UGRD","89018",4
"UGRD","89019",2
"UGRD","89021",10
"UGRD","89025",7
"UGRD","89027",25
"UGRD","89028",1
"UGRD","89029",8
"UGRD","89030",270
"UGRD","89031",702
"UGRD","89032",419
"UGRD","89033",2
"UGRD","89036",1
"UGRD","89040",7
"UGRD","89043",1
"UGRD","89044",275
"UGRD","89045",3
"UGRD","89047",1
"UGRD","89048",39
"UGRD","89049",3
"UGRD","89052",821
"UGRD","89053",4
"UGRD","89060",20
"UGRD","89061",15
"UGRD","89072",1
"UGRD","89074",602
"UGRD","89077",2
"UGRD","89081",392
"UGRD","89084",462
"UGRD","89085",69
"UGRD","89086",98
"UGRD","89091",1
"UGRD","89094",2
"UGRD","89101",196
"UGRD","89102",239
"UGRD","89103",387
"UGRD","89104",298
"UGRD","89105",2
"UGRD","89106",163
"UGRD","89107",302
"UGRD","89108",544
"UGRD","89109",30
"UGRD","89110",670
"UGRD","89111",2
"UGRD","89112",4
"UGRD","89113",554
"UGRD","89114",1
"UGRD","89115",392
"UGRD","89116",2
"UGRD","89117",592
"UGRD","89118",253
"UGRD","89119",980
"UGRD","89120",262
"UGRD","89121",474
"UGRD","89122",438
"UGRD","89123",719
"UGRD","89124",4
"UGRD","89126",2
"UGRD","89128",354
"UGRD","89129",597
"UGRD","89130",289
"UGRD","89131",532
"UGRD","89132",2
"UGRD","89133",2
"UGRD","89134",195
"UGRD","89135",327
"UGRD","89136",2
"UGRD","89137",1
"UGRD","89138",377
"UGRD","89139",749
"UGRD","89141",579
"UGRD","89142",419
"UGRD","89143",154
"UGRD","89144",274
"UGRD","89145",263
"UGRD","89146",176
"UGRD","89147",757
"UGRD","89148",903
"UGRD","89149",426
"UGRD","89154",12
"UGRD","89156",232
"UGRD","89158",1
"UGRD","89161",5
"UGRD","89163",1
"UGRD","89165",1
"UGRD","89166",298
"UGRD","89169",123
"UGRD","89170",1
"UGRD","89173",1
"UGRD","89177",1
"UGRD","89178",582
"UGRD","89179",127
"UGRD","89180",1
"UGRD","89183",521
"UGRD","89191",2
"UGRD","89193",2
"UGRD","89194",1
"UGRD","89213",1
"UGRD","89301",7
"UGRD","89406",4
"UGRD","89408",4
"UGRD","89410",4
"UGRD","89411",1
"UGRD","89415",1
"UGRD","89418",1
"UGRD","89419",1
"UGRD","89421",1
"UGRD","89422",1
"UGRD","89423",1
"UGRD","89429",1
"UGRD","89431",10
"UGRD","89433",4
"UGRD","89434",4
"UGRD","89436",14
"UGRD","89439",2
"UGRD","89441",4
"UGRD","89442",1
"UGRD","89445",3
"UGRD","89447",1
"UGRD","89451",2
"UGRD","89460",3
"UGRD","89501",1
"UGRD","89502",8
"UGRD","89503",2
"UGRD","89506",6
"UGRD","89507",1
"UGRD","89508",2
"UGRD","89509",6
"UGRD","89511",6
"UGRD","89512",3
"UGRD","89519",2
"UGRD","89521",13
"UGRD","89523",11
"UGRD","89541",1
"UGRD","89701",2
"UGRD","89702",1
"UGRD","89703",8
"UGRD","89704",2
"UGRD","89705",1
"UGRD","89706",2
"UGRD","89723",1
"UGRD","89801",7
"UGRD","89804",1
"UGRD","89810",1
"UGRD","89815",1
"UGRD","89820",2
"UGRD","89825",1
"UGRD","89883",2
"UGRD","89915",1
"UGRD","90002",1
"UGRD","90003",2
"UGRD","90005",1
"UGRD","90008",4
"UGRD","90015",1
"UGRD","90016",2
"UGRD","90018",1
"UGRD","90019",1
"UGRD","90020",1
"UGRD","90026",1
"UGRD","90034",1
"UGRD","90041",1
"UGRD","90043",2
"UGRD","90044",6
"UGRD","90045",1
"UGRD","90047",7
"UGRD","90049",1
"UGRD","90059",5
"UGRD","90062",2
"UGRD","90077",1
"UGRD","90203",1
"UGRD","90210",1
"UGRD","90220",3
"UGRD","90221",3
"UGRD","90222",2
"UGRD","90240",1
"UGRD","90242",1
"UGRD","90247",3
"UGRD","90249",3
"UGRD","90250",4
"UGRD","90255",1
"UGRD","90262",2
"UGRD","90266",1
"UGRD","90274",2
"UGRD","90275",1
"UGRD","90277",2
"UGRD","90280",2
"UGRD","90293",1
"UGRD","90301",2
"UGRD","90305",3
"UGRD","90402",2
"UGRD","90502",1
"UGRD","90503",1
"UGRD","90504",1
"UGRD","90601",1
"UGRD","90602",1
"UGRD","90605",1
"UGRD","90620",3
"UGRD","90621",1
"UGRD","90630",3
"UGRD","90631",4
"UGRD","90638",3
"UGRD","90650",1
"UGRD","90660",2
"UGRD","90670",1
"UGRD","90706",3
"UGRD","90710",4
"UGRD","90713",2
"UGRD","90715",1
"UGRD","90723",1
"UGRD","90731",2
"UGRD","90744",2
"UGRD","90745",1
"UGRD","90746",7
"UGRD","90802",1
"UGRD","90805",4
"UGRD","90806",1
"UGRD","90807",2
"UGRD","90808",1
"UGRD","90810",2
"UGRD","90814",1
"UGRD","91001",1
"UGRD","91006",3
"UGRD","91007",1
"UGRD","91010",1
"UGRD","91106",1
"UGRD","91107",1
"UGRD","91202",1
"UGRD","91205",1
"UGRD","91301",1
"UGRD","91307",1
"UGRD","91320",1
"UGRD","91324",1
"UGRD","91326",2
"UGRD","91343",1
"UGRD","91344",1
"UGRD","91351",1
"UGRD","91355",4
"UGRD","91360",1
"UGRD","91362",2
"UGRD","91364",1
"UGRD","91377",3
"UGRD","91384",1
"UGRD","91386",1
"UGRD","91387",2
"UGRD","91390",3
"UGRD","91401",1
"UGRD","91402",1
"UGRD","91605",1
"UGRD","91607",1
"UGRD","91701",3
"UGRD","91702",2
"UGRD","91706",3
"UGRD","91708",2
"UGRD","91709",10
"UGRD","91710",1
"UGRD","91722",1
"UGRD","91730",4
"UGRD","91737",2
"UGRD","91739",2
"UGRD","91740",1
"UGRD","91744",1
"UGRD","91748",1
"UGRD","91750",1
"UGRD","91752",1
"UGRD","91754",1
"UGRD","91765",1
"UGRD","91767",1
"UGRD","91770",1
"UGRD","91773",1
"UGRD","91775",1
"UGRD","91776",2
"UGRD","91780",2
"UGRD","91784",1
"UGRD","91791",1
"UGRD","91902",1
"UGRD","91910",1
"UGRD","91911",2
"UGRD","91913",1
"UGRD","91915",1
"UGRD","91932",1
"UGRD","91942",2
"UGRD","91944",1
"UGRD","91945",1
"UGRD","91977",1
"UGRD","91978",1
"UGRD","92007",1
"UGRD","92009",1
"UGRD","92021",1
"UGRD","92026",2
"UGRD","92028",1
"UGRD","92029",1
"UGRD","92057",1
"UGRD","92058",1
"UGRD","92064",2
"UGRD","92065",1
"UGRD","92069",2
"UGRD","92071",1
"UGRD","92075",1
"UGRD","92082",2
"UGRD","92102",1
"UGRD","92103",1
"UGRD","92105",1
"UGRD","92106",1
"UGRD","92116",2
"UGRD","92117",1
"UGRD","92118",1
"UGRD","92122",1
"UGRD","92123",1
"UGRD","92126",1
"UGRD","92128",3
"UGRD","92129",3
"UGRD","92130",1
"UGRD","92131",1
"UGRD","92160",1
"UGRD","92211",1
"UGRD","92223",3
"UGRD","92234",1
"UGRD","92240",1
"UGRD","92251",1
"UGRD","92253",1
"UGRD","92257",1
"UGRD","92262",3
"UGRD","92270",1
"UGRD","92277",1
"UGRD","92284",3
"UGRD","92307",5
"UGRD","92308",4
"UGRD","92310",1
"UGRD","92311",3
"UGRD","92316",1
"UGRD","92320",1
"UGRD","92324",1
"UGRD","92335",3
"UGRD","92336",8
"UGRD","92344",4
"UGRD","92345",2
"UGRD","92346",1
"UGRD","92354",1
"UGRD","92364",1
"UGRD","92374",1
"UGRD","92392",8
"UGRD","92394",7
"UGRD","92395",5
"UGRD","92397",2
"UGRD","92399",3
"UGRD","92407",3
"UGRD","92408",1
"UGRD","92501",1
"UGRD","92503",1
"UGRD","92504",2
"UGRD","92505",1
"UGRD","92506",1
"UGRD","92507",1
"UGRD","92508",2
"UGRD","92509",1
"UGRD","92532",2
"UGRD","92544",1
"UGRD","92545",1
"UGRD","92553",1
"UGRD","92555",5
"UGRD","92557",2
"UGRD","92562",4
"UGRD","92563",3
"UGRD","92571",1
"UGRD","92583",1
"UGRD","92584",3
"UGRD","92592",8
"UGRD","92596",1
"UGRD","92602",4
"UGRD","92603",1
"UGRD","92614",1
"UGRD","92617",1
"UGRD","92618",3
"UGRD","92620",5
"UGRD","92629",1
"UGRD","92630",2
"UGRD","92646",3
"UGRD","92648",1
"UGRD","92649",1
"UGRD","92656",5
"UGRD","92660",1
"UGRD","92672",2
"UGRD","92673",1
"UGRD","92675",1
"UGRD","92677",3
"UGRD","92688",2
"UGRD","92691",1
"UGRD","92694",1
"UGRD","92701",1
"UGRD","92703",1
"UGRD","92704",1
"UGRD","92705",3
"UGRD","92706",1
"UGRD","92708",1
"UGRD","92780",1
"UGRD","92807",2
"UGRD","92831",1
"UGRD","92832",1
"UGRD","92835",2
"UGRD","92840",2
"UGRD","92869",2
"UGRD","92879",1
"UGRD","92880",5
"UGRD","92882",2
"UGRD","92883",5
"UGRD","92886",3
"UGRD","92887",2
"UGRD","93001",1
"UGRD","93003",1
"UGRD","93012",1
"UGRD","93015",2
"UGRD","93021",2
"UGRD","93030",2
"UGRD","93035",1
"UGRD","93036",1
"UGRD","93063",1
"UGRD","93108",1
"UGRD","93117",1
"UGRD","93212",1
"UGRD","93223",1
"UGRD","93245",2
"UGRD","93254",1
"UGRD","93257",1
"UGRD","93263",1
"UGRD","93291",1
"UGRD","93304",1
"UGRD","93305",1
"UGRD","93308",2
"UGRD","93311",2
"UGRD","93313",1
"UGRD","93405",2
"UGRD","93422",1
"UGRD","93436",3
"UGRD","93454",2
"UGRD","93455",1
"UGRD","93534",1
"UGRD","93535",1
"UGRD","93536",2
"UGRD","93543",1
"UGRD","93545",1
"UGRD","93550",4
"UGRD","93551",4
"UGRD","93552",1
"UGRD","93553",1
"UGRD","93555",2
"UGRD","93611",2
"UGRD","93619",4
"UGRD","93635",1
"UGRD","93644",1
"UGRD","93646",1
"UGRD","93654",1
"UGRD","93706",1
"UGRD","93720",1
"UGRD","93722",1
"UGRD","93906",1
"UGRD","93907",2
"UGRD","93908",2
"UGRD","93923",1
"UGRD","94002",1
"UGRD","94010",1
"UGRD","94014",4
"UGRD","94024",1
"UGRD","94044",1
"UGRD","94066",1
"UGRD","94080",3
"UGRD","94100",1
"UGRD","94107",1
"UGRD","94110",2
"UGRD","94117",2
"UGRD","94127",1
"UGRD","94132",2
"UGRD","94134",1
"UGRD","94230",1
"UGRD","94403",1
"UGRD","94404",1
"UGRD","94501",1
"UGRD","94505",2
"UGRD","94509",1
"UGRD","94510",2
"UGRD","94513",2
"UGRD","94526",1
"UGRD","94531",4
"UGRD","94533",1
"UGRD","94534",5
"UGRD","94536",3
"UGRD","94539",1
"UGRD","94544",3
"UGRD","94546",2
"UGRD","94547",1
"UGRD","94549",2
"UGRD","94552",1
"UGRD","94553",1
"UGRD","94555",1
"UGRD","94557",1
"UGRD","94559",1
"UGRD","94560",2
"UGRD","94561",4
"UGRD","94564",2
"UGRD","94565",5
"UGRD","94566",2
"UGRD","94574",1
"UGRD","94577",1
"UGRD","94578",4
"UGRD","94580",1
"UGRD","94582",3
"UGRD","94583",1
"UGRD","94585",2
"UGRD","94587",4
"UGRD","94588",1
"UGRD","94589",2
"UGRD","94590",1
"UGRD","94591",1
"UGRD","94596",1
"UGRD","94598",1
"UGRD","94602",1
"UGRD","94603",1
"UGRD","94605",2
"UGRD","94608",1
"UGRD","94610",1
"UGRD","94619",3
"UGRD","94803",1
"UGRD","94804",4
"UGRD","94928",2
"UGRD","94945",1
"UGRD","94954",1
"UGRD","95003",2
"UGRD","95014",1
"UGRD","95020",1
"UGRD","95032",2
"UGRD","95037",1
"UGRD","95045",1
"UGRD","95050",1
"UGRD","95051",1
"UGRD","95065",1
"UGRD","95076",1
"UGRD","95110",1
"UGRD","95116",1
"UGRD","95118",1
"UGRD","95119",1
"UGRD","95123",1
"UGRD","95124",1
"UGRD","95125",1
"UGRD","95131",1
"UGRD","95133",1
"UGRD","95148",2
"UGRD","95203",1
"UGRD","95304",1
"UGRD","95320",1
"UGRD","95330",1
"UGRD","95336",2
"UGRD","95348",1
"UGRD","95350",1
"UGRD","95351",1
"UGRD","95366",1
"UGRD","95367",1
"UGRD","95370",1
"UGRD","95376",1
"UGRD","95377",6
"UGRD","95382",1
"UGRD","95391",2
"UGRD","95403",1
"UGRD","95405",3
"UGRD","95472",1
"UGRD","95476",2
"UGRD","95621",1
"UGRD","95624",1
"UGRD","95628",1
"UGRD","95630",3
"UGRD","95648",1
"UGRD","95658",1
"UGRD","95667",1
"UGRD","95678",1
"UGRD","95687",1
"UGRD","95688",1
"UGRD","95746",1
"UGRD","95747",5
"UGRD","95757",2
"UGRD","95758",8
"UGRD","95823",1
"UGRD","95826",1
"UGRD","95828",1
"UGRD","95829",1
"UGRD","95831",2
"UGRD","95835",2
"UGRD","95971",1
"UGRD","96150",1
"UGRD","96338",1
"UGRD","96701",17
"UGRD","96705",2
"UGRD","96706",57
"UGRD","96707",22
"UGRD","96708",2
"UGRD","96710",1
"UGRD","96712",1
"UGRD","96714",1
"UGRD","96720",15
"UGRD","96727",2
"UGRD","96732",16
"UGRD","96734",9
"UGRD","96738",3
"UGRD","96740",4
"UGRD","96741",2
"UGRD","96743",1
"UGRD","96744",17
"UGRD","96745",1
"UGRD","96746",5
"UGRD","96747",1
"UGRD","96748",1
"UGRD","96749",6
"UGRD","96750",1
"UGRD","96752",1
"UGRD","96753",7
"UGRD","96755",2
"UGRD","96761",19
"UGRD","96763",1
"UGRD","96765",2
"UGRD","96766",15
"UGRD","96768",5
"UGRD","96782",18
"UGRD","96783",1
"UGRD","96786",12
"UGRD","96789",33
"UGRD","96791",2
"UGRD","96792",13
"UGRD","96793",19
"UGRD","96795",3
"UGRD","96797",36
"UGRD","96799",2
"UGRD","96813",4
"UGRD","96814",1
"UGRD","96816",9
"UGRD","96817",10
"UGRD","96818",11
"UGRD","96819",15
"UGRD","96821",6
"UGRD","96822",6
"UGRD","96825",6
"UGRD","96826",3
"UGRD","96830",1
"UGRD","96910",9
"UGRD","96913",6
"UGRD","96915",4
"UGRD","96921",2
"UGRD","96929",4
"UGRD","96932",2
"UGRD","96950",13
"UGRD","97007",1
"UGRD","97034",2
"UGRD","97035",1
"UGRD","97058",1
"UGRD","97068",1
"UGRD","97070",1
"UGRD","97080",1
"UGRD","97086",1
"UGRD","97115",1
"UGRD","97123",1
"UGRD","97212",1
"UGRD","97213",1
"UGRD","97218",1
"UGRD","97219",1
"UGRD","97225",2
"UGRD","97229",1
"UGRD","97233",1
"UGRD","97236",1
"UGRD","97304",3
"UGRD","97330",1
"UGRD","97333",1
"UGRD","97355",1
"UGRD","97405",1
"UGRD","97478",1
"UGRD","97526",1
"UGRD","97703",1
"UGRD","98001",2
"UGRD","98005",1
"UGRD","98006",1
"UGRD","98012",1
"UGRD","98015",1
"UGRD","98019",1
"UGRD","98020",2
"UGRD","98021",2
"UGRD","98023",2
"UGRD","98026",1
"UGRD","98027",1
"UGRD","98029",2
"UGRD","98032",1
"UGRD","98033",1
"UGRD","98038",1
"UGRD","98042",2
"UGRD","98052",1
"UGRD","98055",1
"UGRD","98057",1
"UGRD","98074",2
"UGRD","98077",1
"UGRD","98092",1
"UGRD","98107",1
"UGRD","98115",2
"UGRD","98133",2
"UGRD","98143",1
"UGRD","98144",2
"UGRD","98146",1
"UGRD","98166",1
"UGRD","98168",1
"UGRD","98178",1
"UGRD","98204",1
"UGRD","98208",1
"UGRD","98223",1
"UGRD","98225",1
"UGRD","98226",1
"UGRD","98230",2
"UGRD","98271",1
"UGRD","98272",1
"UGRD","98275",1
"UGRD","98290",1
"UGRD","98311",1
"UGRD","98312",4
"UGRD","98338",1
"UGRD","98346",1
"UGRD","98367",1
"UGRD","98372",1
"UGRD","98373",1
"UGRD","98375",2
"UGRD","98383",1
"UGRD","98391",1
"UGRD","98446",1
"UGRD","98466",1
"UGRD","98498",2
"UGRD","98502",2
"UGRD","98503",2
"UGRD","98512",2
"UGRD","98550",1
"UGRD","98584",1
"UGRD","98587",1
"UGRD","98672",1
"UGRD","98682",2
"UGRD","98684",1
"UGRD","98685",2
"UGRD","98694",1
"UGRD","98823",1
"UGRD","99005",1
"UGRD","99016",2
"UGRD","99021",1
"UGRD","99027",1
"UGRD","99208",1
"UGRD","99211",1
"UGRD","99223",2
"UGRD","99349",1
"UGRD","99350",2
"UGRD","99354",1
"UGRD","99502",1
"UGRD","99503",1
"UGRD","99504",1
"UGRD","99507",3
"UGRD","99508",1
"UGRD","99515",2
"UGRD","99516",2
"UGRD","99517",1
"UGRD","99518",1
"UGRD","99577",2
"UGRD","99645",1
"UGRD","99654",1
"UGRD","99701",1
"UGRD","99709",2
"UGRD","99712",1
"UGRD","99723",1
"UGRD","99901",1
"UGRD","E1V 4",1
"UGRD","JMCD1",1
"UGRD","KS004",1
"UGRD","KY1-1",1
"UGRD","L9P 0",1
"UGRD","LIMA ",1
"UGRD","MP-96",1
"UGRD","NV 89",1
"UGRD","PL28 ",1
"UGRD","R3Y 1",1
"UGRD","S7L 3",1
"UGRD","T1M 0",1
"UGRD","T3H 2",1
"UGRD","T3H 6",1
"UGRD","T5Z 3",1
"UGRD","T8B1H",2
"UGRD","V2W2B",1
"UGRD","V8Z 0",1
"UGRD","V9R 6",1
"UGRD","WA 98",1
